id,original_question,rank,predicted_id,score
16a0130f95804e9b0791a89e2d18e46f611c1620891658b8,Do director of film Happy Days (1929 Film) and director of film Hero (1982 Film) share the same nationality?,2,6e020fda91702d5ab63283c032fc436f3a6b7fd6c568aba7,0.09798464
16a0130f95804e9b0791a89e2d18e46f611c1620891658b8,Do director of film Happy Days (1929 Film) and director of film Hero (1982 Film) share the same nationality?,3,df74c88567561261707555fa8504bf93678834b5fce5f943,0.010383491
6e020fda91702d5ab63283c032fc436f3a6b7fd6c568aba7,"Which film has the director who is older than the other, A Hungarian Fairy Tale or The Hero Of My Dreams? ",1,6e020fda91702d5ab63283c032fc436f3a6b7fd6c568aba7,0.99929106
6e020fda91702d5ab63283c032fc436f3a6b7fd6c568aba7,"Which film has the director who is older than the other, A Hungarian Fairy Tale or The Hero Of My Dreams? ",2,16a0130f95804e9b0791a89e2d18e46f611c1620891658b8,0.1707551
6e020fda91702d5ab63283c032fc436f3a6b7fd6c568aba7,"Which film has the director who is older than the other, A Hungarian Fairy Tale or The Hero Of My Dreams? ",3,feac1266126ef65a017535d551c19f741c29144a057bac71,0.09726089
7a0b2aa530cd3c6c74154e334e96c8aae27f68fa12d65bb1,Are both Flying Fifty-Five and Approaching Midnight from the same country?,1,d1cd11866ff12ea793c26c2d19db1259fcaa9cc2c7ebc1dc,1.5632497e-05
7a0b2aa530cd3c6c74154e334e96c8aae27f68fa12d65bb1,Are both Flying Fifty-Five and Approaching Midnight from the same country?,2,7e9f113e82fc06b71e2d1791d35e6fb5d9548f7e2d37e68a,1.5604628e-05
7a0b2aa530cd3c6c74154e334e96c8aae27f68fa12d65bb1,Are both Flying Fifty-Five and Approaching Midnight from the same country?,3,d4b716f9cc9884457dbe3369ee030d8b2c0e39a26036c592,1.5441774e-05
14387a7ce67635d6f5c75fd29b6d3344758a8be64311ea6e,What is the place of birth of Anne Elizabeth Rector's husband?,1,14387a7ce67635d6f5c75fd29b6d3344758a8be64311ea6e,0.9988427
14387a7ce67635d6f5c75fd29b6d3344758a8be64311ea6e,What is the place of birth of Anne Elizabeth Rector's husband?,2,bf38d1ee9dcb2c26f2a55cde167dae2eeb4047687079a45a,0.043379746
14387a7ce67635d6f5c75fd29b6d3344758a8be64311ea6e,What is the place of birth of Anne Elizabeth Rector's husband?,3,9b357d3b583cd0dd72575f76173c48b9f8704ce7af37cac3,0.029723765
8e33b783534c90d43c07617f4106a5056cb93ba21758b91c,Was Bronisław Dembowski or Carlo Delle Piane born first?,1,8e33b783534c90d43c07617f4106a5056cb93ba21758b91c,0.999881
8e33b783534c90d43c07617f4106a5056cb93ba21758b91c,Was Bronisław Dembowski or Carlo Delle Piane born first?,2,24144554a83a55c968553f1def746d606e45881afe44feff,0.0003933153
8e33b783534c90d43c07617f4106a5056cb93ba21758b91c,Was Bronisław Dembowski or Carlo Delle Piane born first?,3,04a89b092e375c921d967a3cb6cb77c6caf28ff1ec3a0dbf,3.029669e-05
d8cde3372e47344e4aed4fca9f307ea80b7172960d153325,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",1,04a89b092e375c921d967a3cb6cb77c6caf28ff1ec3a0dbf,0.95929843
d8cde3372e47344e4aed4fca9f307ea80b7172960d153325,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",2,feac1266126ef65a017535d551c19f741c29144a057bac71,0.808332
d8cde3372e47344e4aed4fca9f307ea80b7172960d153325,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",3,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.22410566
df74c88567561261707555fa8504bf93678834b5fce5f943,Who is the father of the director of film Kajraare?,1,df74c88567561261707555fa8504bf93678834b5fce5f943,0.99932647
df74c88567561261707555fa8504bf93678834b5fce5f943,Who is the father of the director of film Kajraare?,2,b6fdd8f9d56c029b83580e36d6b3642dbb387a9d60da03df,0.41154888
df74c88567561261707555fa8504bf93678834b5fce5f943,Who is the father of the director of film Kajraare?,3,59d531329c51fbdcdfc3e9af4565136b072a2af1d3b68ea2,0.0016052842
5f9a67c086d5912df85495d94281982fd5bc0abe67c3d266,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",1,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.9733776
5f9a67c086d5912df85495d94281982fd5bc0abe67c3d266,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",2,feac1266126ef65a017535d551c19f741c29144a057bac71,0.034799483
5f9a67c086d5912df85495d94281982fd5bc0abe67c3d266,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",3,8d5000c1cbd7582bdf96735f824c713974eb9c63797a2e48,0.012311428
fbbe6a3e39955eca34caa6cf37d147f6af697a70eb83a30c,"Who lived longer, Ole Arntzen or Harry Albert Willis?",1,fbbe6a3e39955eca34caa6cf37d147f6af697a70eb83a30c,0.9995204
fbbe6a3e39955eca34caa6cf37d147f6af697a70eb83a30c,"Who lived longer, Ole Arntzen or Harry Albert Willis?",2,a404b5f1c4663d5e1aca2ddf6e5cc0f2b00a45c53c9181c9,1.8816774e-05
fbbe6a3e39955eca34caa6cf37d147f6af697a70eb83a30c,"Who lived longer, Ole Arntzen or Harry Albert Willis?",3,e2f6373f7d78bc79306ca8454e38329e511a920f224a26f4,1.740127e-05
0e1a7715016522e4285d6db621310d72b3db49464271cf47,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",1,0e1a7715016522e4285d6db621310d72b3db49464271cf47,0.9994821
0e1a7715016522e4285d6db621310d72b3db49464271cf47,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",2,b058a6541fba988d17aa0172344f2b537993008bedd729d5,0.29545087
0e1a7715016522e4285d6db621310d72b3db49464271cf47,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",3,d9a612aad6d6d6f504633151e88dd819e36ed39303c0658b,0.1359043
e9a287057b6f318c6cef9d0e2b12256c7b9473f4b783d38d,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?",1,e9a287057b6f318c6cef9d0e2b12256c7b9473f4b783d38d,0.9996259
e9a287057b6f318c6cef9d0e2b12256c7b9473f4b783d38d,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?",2,b058a6541fba988d17aa0172344f2b537993008bedd729d5,0.0007608819
e9a287057b6f318c6cef9d0e2b12256c7b9473f4b783d38d,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?",3,2820f5f6db2a73a11f6269437ced07bf92dd3636cfda02ee,0.00030065217
e2f6373f7d78bc79306ca8454e38329e511a920f224a26f4,What is the place of birth of the director of film Sweepstakes (Film)?,1,4bc4e1176125b7f02876ca7fe1a08ec4d69b220e5a43f36f,0.017588513
e2f6373f7d78bc79306ca8454e38329e511a920f224a26f4,What is the place of birth of the director of film Sweepstakes (Film)?,2,df74c88567561261707555fa8504bf93678834b5fce5f943,0.003997921
e2f6373f7d78bc79306ca8454e38329e511a920f224a26f4,What is the place of birth of the director of film Sweepstakes (Film)?,3,78877dc3800b31f7831cf2f941219ee29493e35b53b059a1,0.0019006868
d214078fd2eaaa345d77f1f06bbb7765253b476fec74d965,Where was the director of film En Aasai Rasave born?,1,d214078fd2eaaa345d77f1f06bbb7765253b476fec74d965,0.99918085
d214078fd2eaaa345d77f1f06bbb7765253b476fec74d965,Where was the director of film En Aasai Rasave born?,2,feac1266126ef65a017535d551c19f741c29144a057bac71,0.0040710056
d214078fd2eaaa345d77f1f06bbb7765253b476fec74d965,Where was the director of film En Aasai Rasave born?,3,df74c88567561261707555fa8504bf93678834b5fce5f943,0.001146544
fa494d162bf954ce5abc26536928ea95cd81a82a832b2eb2,Where did the director of film The Eagle'S Eye study?,1,fa494d162bf954ce5abc26536928ea95cd81a82a832b2eb2,0.99871397
fa494d162bf954ce5abc26536928ea95cd81a82a832b2eb2,Where did the director of film The Eagle'S Eye study?,2,8e55a3cb4c213a132ff3bfef7a6df6290427488e9b732883,0.0024912925
fa494d162bf954ce5abc26536928ea95cd81a82a832b2eb2,Where did the director of film The Eagle'S Eye study?,3,59d531329c51fbdcdfc3e9af4565136b072a2af1d3b68ea2,0.0004852275
8e74e61b04f497cda285fdb613c9297b39c2f35c78a46bb4,"Who is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother?",1,8e74e61b04f497cda285fdb613c9297b39c2f35c78a46bb4,0.99961203
8e74e61b04f497cda285fdb613c9297b39c2f35c78a46bb4,"Who is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother?",2,8c17c1259ed0c31bff3ee48ef8a6c4c54469c7769ffbc1c1,0.6319912
8e74e61b04f497cda285fdb613c9297b39c2f35c78a46bb4,"Who is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother?",3,7d16ac30561f6c27fcc89c64935d0f3a9367123cb90045fe,0.0007408479
126e59f70d78a02c20e400e5b0ad54b85643c1d6bae5ac01,"What is the place of birth of the composer of film Yandé Codou, La Griotte De Senghor?",1,126e59f70d78a02c20e400e5b0ad54b85643c1d6bae5ac01,0.99875784
126e59f70d78a02c20e400e5b0ad54b85643c1d6bae5ac01,"What is the place of birth of the composer of film Yandé Codou, La Griotte De Senghor?",2,f920e9270cd0ef6a7db5e9f31c830c591a4e6443084ad25d,8.137743e-05
126e59f70d78a02c20e400e5b0ad54b85643c1d6bae5ac01,"What is the place of birth of the composer of film Yandé Codou, La Griotte De Senghor?",3,69a87bbff8b28f72b9fe9fc39b9c920466f6f939e8289675,4.104809e-05
0bc3341fffaad3e92d14d64b539df741528ef4e2b76e9632,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",1,36a31748c55843a2c648cdf6950227889b90f9fd10707c64,0.15501077
0bc3341fffaad3e92d14d64b539df741528ef4e2b76e9632,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",2,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.023090597
0bc3341fffaad3e92d14d64b539df741528ef4e2b76e9632,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",3,0df95375e082998e11c14660675ca1d4d28cbf40c094fa47,0.0168063
10bc38f76e4c289c34c3bad79da384763efb03b79c19d98b,"Who is older, Maksim Kedrin or Peggy Pettitt?",1,10bc38f76e4c289c34c3bad79da384763efb03b79c19d98b,0.9992673
10bc38f76e4c289c34c3bad79da384763efb03b79c19d98b,"Who is older, Maksim Kedrin or Peggy Pettitt?",2,4eeccc001e35bae71774c67f0e0041ba5da92bfed98ae62f,0.0015958796
10bc38f76e4c289c34c3bad79da384763efb03b79c19d98b,"Who is older, Maksim Kedrin or Peggy Pettitt?",3,895501bb4736e0444f51d79ad89dbf1ba864fbe5746bf60d,1.6523385e-05
d222c2ad4ec9ae9a46900e5d0cc6653c72760ed24077b7fa,"Which film was released more recently, Free China: The Courage To Believe or The Rebel Set?",1,d222c2ad4ec9ae9a46900e5d0cc6653c72760ed24077b7fa,0.99971575
d222c2ad4ec9ae9a46900e5d0cc6653c72760ed24077b7fa,"Which film was released more recently, Free China: The Courage To Believe or The Rebel Set?",2,891a3e506822e0c94cdbc63c673cf78d6b919a7479c1e961,0.4775465
d222c2ad4ec9ae9a46900e5d0cc6653c72760ed24077b7fa,"Which film was released more recently, Free China: The Courage To Believe or The Rebel Set?",3,b058a6541fba988d17aa0172344f2b537993008bedd729d5,0.0026174048
7a35cea15d31d9e58aa0be79ce68499e365ba3a55c7456e5,"Are both villages, Little Rock Village and Jamal Beyg, located in the same country?",1,7a35cea15d31d9e58aa0be79ce68499e365ba3a55c7456e5,0.9998155
7a35cea15d31d9e58aa0be79ce68499e365ba3a55c7456e5,"Are both villages, Little Rock Village and Jamal Beyg, located in the same country?",2,74f0f31fc1a89028c0fffa4052d8acb2c92729e0122c67b2,1.6781298e-05
7a35cea15d31d9e58aa0be79ce68499e365ba3a55c7456e5,"Are both villages, Little Rock Village and Jamal Beyg, located in the same country?",3,65590dadf33ffaf6588e11574f9534f5bd2cfd6be6ed04af,1.677325e-05
baf705ab274b5f13bc3bb9d0807a2042a4681a3ef60a6719,"Which film whose director is younger, The Goose Woman or You Can No Longer Remain Silent?",1,baf705ab274b5f13bc3bb9d0807a2042a4681a3ef60a6719,0.9995772
baf705ab274b5f13bc3bb9d0807a2042a4681a3ef60a6719,"Which film whose director is younger, The Goose Woman or You Can No Longer Remain Silent?",2,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.017318629
baf705ab274b5f13bc3bb9d0807a2042a4681a3ef60a6719,"Which film whose director is younger, The Goose Woman or You Can No Longer Remain Silent?",3,feac1266126ef65a017535d551c19f741c29144a057bac71,0.010826703
69a87bbff8b28f72b9fe9fc39b9c920466f6f939e8289675,Where was the director of film La Grande Meute born?,1,69a87bbff8b28f72b9fe9fc39b9c920466f6f939e8289675,0.9989531
69a87bbff8b28f72b9fe9fc39b9c920466f6f939e8289675,Where was the director of film La Grande Meute born?,2,ec96dad9bf806f1c5597178f476df39ad6603170efabe914,0.02995917
69a87bbff8b28f72b9fe9fc39b9c920466f6f939e8289675,Where was the director of film La Grande Meute born?,3,df74c88567561261707555fa8504bf93678834b5fce5f943,0.00065812573
336f4ca1a6c9a0eb88b4620d111a2f99412fafde0ccda30f,Are Edmonton/Twin Island Airpark and Mayerthorpe Airport located in the same country?,1,336f4ca1a6c9a0eb88b4620d111a2f99412fafde0ccda30f,0.9998661
336f4ca1a6c9a0eb88b4620d111a2f99412fafde0ccda30f,Are Edmonton/Twin Island Airpark and Mayerthorpe Airport located in the same country?,2,7a35cea15d31d9e58aa0be79ce68499e365ba3a55c7456e5,0.00036794876
336f4ca1a6c9a0eb88b4620d111a2f99412fafde0ccda30f,Are Edmonton/Twin Island Airpark and Mayerthorpe Airport located in the same country?,3,7e9f113e82fc06b71e2d1791d35e6fb5d9548f7e2d37e68a,2.2041344e-05
36a31748c55843a2c648cdf6950227889b90f9fd10707c64,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",1,36a31748c55843a2c648cdf6950227889b90f9fd10707c64,0.99952364
36a31748c55843a2c648cdf6950227889b90f9fd10707c64,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",2,04a89b092e375c921d967a3cb6cb77c6caf28ff1ec3a0dbf,0.9536363
36a31748c55843a2c648cdf6950227889b90f9fd10707c64,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",3,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.24254657
448ddfeb3a427402454dcd05d7b41bd39204415877001ebb,Where did the director of film I Live On Danger die?,1,448ddfeb3a427402454dcd05d7b41bd39204415877001ebb,0.99817216
448ddfeb3a427402454dcd05d7b41bd39204415877001ebb,Where did the director of film I Live On Danger die?,2,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.1094845
448ddfeb3a427402454dcd05d7b41bd39204415877001ebb,Where did the director of film I Live On Danger die?,3,dd3a33f7a133c0cf642f5c916366314d4a4833334e35e724,0.092540234
f2ed3f27a7f66e531b09f0eb6e57275ed822f1e5376e3530,"Which film came out earlier, Just Friends or Enkeyo Ketta Kural?",1,f2ed3f27a7f66e531b09f0eb6e57275ed822f1e5376e3530,0.99958307
f2ed3f27a7f66e531b09f0eb6e57275ed822f1e5376e3530,"Which film came out earlier, Just Friends or Enkeyo Ketta Kural?",2,d9a612aad6d6d6f504633151e88dd819e36ed39303c0658b,0.43225116
f2ed3f27a7f66e531b09f0eb6e57275ed822f1e5376e3530,"Which film came out earlier, Just Friends or Enkeyo Ketta Kural?",3,b058a6541fba988d17aa0172344f2b537993008bedd729d5,0.40610558
13544cb436cbe98f1b565d58244f53f8b38eb63b4a5177e4,Who is Domhnall Mac Alasdair's paternal grandfather?,1,13544cb436cbe98f1b565d58244f53f8b38eb63b4a5177e4,0.9994311
13544cb436cbe98f1b565d58244f53f8b38eb63b4a5177e4,Who is Domhnall Mac Alasdair's paternal grandfather?,2,5d2435c261cf4ec0635d68b92006f7926e6739eea53c202b,0.0075400867
13544cb436cbe98f1b565d58244f53f8b38eb63b4a5177e4,Who is Domhnall Mac Alasdair's paternal grandfather?,3,32482945828a5aab162d7534d56b2b39f5292f6cd0fe0587,0.0016477486
14d2d8683a1b9eeec9c699b34d541076b43ecdd3eb37b30f,"Who is John Of Luxembourg, Count Of Soissons's maternal grandfather?",1,14d2d8683a1b9eeec9c699b34d541076b43ecdd3eb37b30f,0.99952376
14d2d8683a1b9eeec9c699b34d541076b43ecdd3eb37b30f,"Who is John Of Luxembourg, Count Of Soissons's maternal grandfather?",2,8e74e61b04f497cda285fdb613c9297b39c2f35c78a46bb4,0.16431385
14d2d8683a1b9eeec9c699b34d541076b43ecdd3eb37b30f,"Who is John Of Luxembourg, Count Of Soissons's maternal grandfather?",3,8c17c1259ed0c31bff3ee48ef8a6c4c54469c7769ffbc1c1,0.09588525
5ea1b7cf56629956855b229046acb45cc77f03b262ce7aaa,What is the cause of death of director of film Disgraced!?,1,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.011424187
5ea1b7cf56629956855b229046acb45cc77f03b262ce7aaa,What is the cause of death of director of film Disgraced!?,2,d8a4ba25a31cde41c5ce4581f3c4cbd827cc6fc61b31ffe1,0.00093860016
5ea1b7cf56629956855b229046acb45cc77f03b262ce7aaa,What is the cause of death of director of film Disgraced!?,3,feac1266126ef65a017535d551c19f741c29144a057bac71,0.00039835187
dde2c006bfa530403e8c9bafc6497d0e65aad8cf1b6813ee,Which country the director of film Mrs. Gibbons' Boys (Film) is from?,1,dde2c006bfa530403e8c9bafc6497d0e65aad8cf1b6813ee,0.9994236
dde2c006bfa530403e8c9bafc6497d0e65aad8cf1b6813ee,Which country the director of film Mrs. Gibbons' Boys (Film) is from?,2,59d531329c51fbdcdfc3e9af4565136b072a2af1d3b68ea2,0.041259725
dde2c006bfa530403e8c9bafc6497d0e65aad8cf1b6813ee,Which country the director of film Mrs. Gibbons' Boys (Film) is from?,3,d1cd11866ff12ea793c26c2d19db1259fcaa9cc2c7ebc1dc,0.019388001
8ef697f16406fa0adcfe2782da3091e6a4000ce420f70720,"Who is the mother of Nicholas Crispo, Lord Of Syros?",1,8ef697f16406fa0adcfe2782da3091e6a4000ce420f70720,0.99965286
8ef697f16406fa0adcfe2782da3091e6a4000ce420f70720,"Who is the mother of Nicholas Crispo, Lord Of Syros?",2,8af6d8a5fbee80d8de94359d33a5894a0c5169c9a33c7509,0.0003248667
8ef697f16406fa0adcfe2782da3091e6a4000ce420f70720,"Who is the mother of Nicholas Crispo, Lord Of Syros?",3,005c463249f9b25799798627fade1ca97e3dede4f8245a23,4.5468576e-05
1f1f8f7d0e3fe9ec70cf846d6d3f8e64167a9d3a571484f9,"Who is the paternal grandfather of Louis Iv, Count Of Chiny?",1,1f1f8f7d0e3fe9ec70cf846d6d3f8e64167a9d3a571484f9,0.9995919
1f1f8f7d0e3fe9ec70cf846d6d3f8e64167a9d3a571484f9,"Who is the paternal grandfather of Louis Iv, Count Of Chiny?",2,8c17c1259ed0c31bff3ee48ef8a6c4c54469c7769ffbc1c1,0.26865792
1f1f8f7d0e3fe9ec70cf846d6d3f8e64167a9d3a571484f9,"Who is the paternal grandfather of Louis Iv, Count Of Chiny?",3,8e74e61b04f497cda285fdb613c9297b39c2f35c78a46bb4,0.011009676
478b8a4df45d2ca383f2a7b1f446915ade95b4d32be9229f,"What is the date of birth of George Ernest, Count Of Erbach-Wildenstein's father?",1,478b8a4df45d2ca383f2a7b1f446915ade95b4d32be9229f,0.9988194
478b8a4df45d2ca383f2a7b1f446915ade95b4d32be9229f,"What is the date of birth of George Ernest, Count Of Erbach-Wildenstein's father?",2,14d2d8683a1b9eeec9c699b34d541076b43ecdd3eb37b30f,7.3481664e-05
478b8a4df45d2ca383f2a7b1f446915ade95b4d32be9229f,"What is the date of birth of George Ernest, Count Of Erbach-Wildenstein's father?",3,8c17c1259ed0c31bff3ee48ef8a6c4c54469c7769ffbc1c1,6.447079e-05
883b4b8a680112178587dfb9511033c219999312a8e283e8,What nationality is the director of film World And Time Enough?,1,883b4b8a680112178587dfb9511033c219999312a8e283e8,0.99868435
883b4b8a680112178587dfb9511033c219999312a8e283e8,What nationality is the director of film World And Time Enough?,2,d214078fd2eaaa345d77f1f06bbb7765253b476fec74d965,0.0011306475
883b4b8a680112178587dfb9511033c219999312a8e283e8,What nationality is the director of film World And Time Enough?,3,004f56357e6d3851026b1a760360d2edc0e23d1d997bfea8,0.0010056305
54a23d6cb838dd2a56c1ef30e4b4ecf742735f659c470879,Where was the director of film The Dangerous Talent born?,1,54a23d6cb838dd2a56c1ef30e4b4ecf742735f659c470879,0.9990779
54a23d6cb838dd2a56c1ef30e4b4ecf742735f659c470879,Where was the director of film The Dangerous Talent born?,2,feac1266126ef65a017535d551c19f741c29144a057bac71,0.13802062
54a23d6cb838dd2a56c1ef30e4b4ecf742735f659c470879,Where was the director of film The Dangerous Talent born?,3,59d531329c51fbdcdfc3e9af4565136b072a2af1d3b68ea2,0.002838035
89c07ef3f30f2e55bae0db0e61b73f9213bf9cac755d3add,"Which album was released more recently, Full Length Lp or Blow In The Wind?",1,89c07ef3f30f2e55bae0db0e61b73f9213bf9cac755d3add,0.9995179
89c07ef3f30f2e55bae0db0e61b73f9213bf9cac755d3add,"Which album was released more recently, Full Length Lp or Blow In The Wind?",2,d9a612aad6d6d6f504633151e88dd819e36ed39303c0658b,5.85247e-05
89c07ef3f30f2e55bae0db0e61b73f9213bf9cac755d3add,"Which album was released more recently, Full Length Lp or Blow In The Wind?",3,b058a6541fba988d17aa0172344f2b537993008bedd729d5,4.27823e-05
36844ec83d10cb7589958db002ce0acf4524a1bd5f23dc22,Who is the paternal grandfather of Trịnh Doanh?,1,32482945828a5aab162d7534d56b2b39f5292f6cd0fe0587,0.0077285725
36844ec83d10cb7589958db002ce0acf4524a1bd5f23dc22,Who is the paternal grandfather of Trịnh Doanh?,2,4b564dc097e7bbbd647ac1a6e70a11ab76351cc8415a733f,2.0263362e-05
36844ec83d10cb7589958db002ce0acf4524a1bd5f23dc22,Who is the paternal grandfather of Trịnh Doanh?,3,60163d86d206aaa179b61a2d43b27a7ec909b724b5685b50,1.7299311e-05
468e9ec2970d43aaea9e630d607c971e70bfc4488c526d65,Are Breville and Jakab Industries both located in the same country?,1,7a35cea15d31d9e58aa0be79ce68499e365ba3a55c7456e5,0.0064234203
468e9ec2970d43aaea9e630d607c971e70bfc4488c526d65,Are Breville and Jakab Industries both located in the same country?,2,4eb5e12b259e10e05b72f9afe6c05e40bf42a1911896e417,0.0034834738
468e9ec2970d43aaea9e630d607c971e70bfc4488c526d65,Are Breville and Jakab Industries both located in the same country?,3,7e9f113e82fc06b71e2d1791d35e6fb5d9548f7e2d37e68a,1.7102875e-05
c37d17a5c509660a9c90556ef5c695867186af73a9ab4390,"Which film was released more recently, Eager Bodies or We Dive At Dawn?",1,c37d17a5c509660a9c90556ef5c695867186af73a9ab4390,0.99972075
c37d17a5c509660a9c90556ef5c695867186af73a9ab4390,"Which film was released more recently, Eager Bodies or We Dive At Dawn?",2,891a3e506822e0c94cdbc63c673cf78d6b919a7479c1e961,0.8956351
c37d17a5c509660a9c90556ef5c695867186af73a9ab4390,"Which film was released more recently, Eager Bodies or We Dive At Dawn?",3,b058a6541fba988d17aa0172344f2b537993008bedd729d5,0.022029936
b18a8d110828baf5ddd8cb6c3f7bc31fa54f8e47523cf13f,Where was the director of film Ashwamedha (Film) born?,1,8d5000c1cbd7582bdf96735f824c713974eb9c63797a2e48,0.06642209
b18a8d110828baf5ddd8cb6c3f7bc31fa54f8e47523cf13f,Where was the director of film Ashwamedha (Film) born?,2,feac1266126ef65a017535d551c19f741c29144a057bac71,0.019475
b18a8d110828baf5ddd8cb6c3f7bc31fa54f8e47523cf13f,Where was the director of film Ashwamedha (Film) born?,3,59d531329c51fbdcdfc3e9af4565136b072a2af1d3b68ea2,0.0040070396
e8414789dbe64525d8927dc2ff636d000a1f12af8d03b3a8,"Which film has the director born earlier, Dos Basuras or Day Of The Painter?",1,feac1266126ef65a017535d551c19f741c29144a057bac71,0.83722377
e8414789dbe64525d8927dc2ff636d000a1f12af8d03b3a8,"Which film has the director born earlier, Dos Basuras or Day Of The Painter?",2,569f8b123108053ea946f9efffbe0406abcfd288b5b13bf2,0.61047965
